"k","Z","varZ","epsilon","U:0","U:1","U:2","Points:0","Points:1","Points:2"
2.5402,0.50867,0.026909,235.49,7.5822,0.1778,0,0.13792,0.009,0
2.5161,0.50508,0.026589,229.7,7.5564,0.17579,0,0.14028,0.009,0
2.4921,0.50133,0.026258,223.84,7.5288,0.17317,0,0.14267,0.009,0
2.469,0.49784,0.025944,218.52,7.4985,0.16958,0,0.14509,0.009,0
2.4426,0.49354,0.025582,212.37,7.4698,0.14591,0,0.14753,0.009,0
2.4274,0.4907,0.02536,208.41,7.4545,0.12245,0,0.15,0.009,0
1.8572,0.17264,0.014403,114.92,2.4436,-0.13127,0,0.00082314,0.00925,0
1.4173,0.22995,0.0071342,44.828,3.1069,-0.0070999,0,0,0.00925,0
2.1286,0.1202,0.020929,209.09,1.7153,-0.36856,0,0.0016555,0.00925,0
2.1546,0.10469,0.026874,289.15,1.3481,-0.51201,0,0.0024971,0.00925,0
2.2226,0.10795,0.034737,394.16,1.1836,-0.53012,0,0.0033481,0.00925,0
2.4593,0.12497,0.044529,569.96,1.1783,-0.4885,0,0.0042086,0.00925,0
2.932,0.15391,0.055443,848.92,1.3223,-0.40714,0,0.0050787,0.00925,0
3.607,0.18981,0.065843,1223.4,1.5964,-0.29129,0,0.0059585,0.00925,0
4.3659,0.22764,0.074312,1640.9,1.9503,-0.15645,0,0.0068481,0.00925,0
5.0925,0.26407,0.080344,2038.1,2.3372,-0.026074,0,0.0077477,0.00925,0
5.7182,0.29764,0.084179,2372.8,2.7306,0.091153,0,0.0086573,0.00925,0
6.2204,0.32801,0.086298,2629,3.1141,0.19212,0,0.009577,0.00925,0
6.6022,0.35527,0.087164,2807.3,3.4785,0.27629,0,0.010507,0.00925,0
6.8776,0.37967,0.087143,2916.9,3.8188,0.3447,0,0.011447,0.00925,0
7.0656,0.40153,0.08653,2970.4,4.1339,0.39898,0,0.012398,0.00925,0
7.1836,0.42118,0.085511,2981,4.4251,0.44214,0,0.01336,0.00925,0
7.2443,0.43892,0.084213,2958.8,4.6939,0.47573,0,0.014332,0.00925,0
7.2628,0.45499,0.082757,2911.1,4.9419,0.50187,0,0.015315,0.00925,0
7.2483,0.46957,0.081204,2846.5,5.1709,0.52245,0,0.016309,0.00925,0
7.2076,0.48281,0.079593,2770.2,5.3827,0.53716,0,0.017314,0.00925,0
7.1474,0.49484,0.077965,2686,5.5785,0.54778,0,0.018331,0.00925,0
7.0742,0.50573,0.076351,2598,5.7602,0.55359,0,0.019358,0.00925,0
6.9936,0.51556,0.074764,2508.4,5.9236,0.55414,0,0.020397,0.00925,0
6.9042,0.52449,0.073207,2417.8,6.0688,0.55578,0,0.021448,0.00925,0
6.8066,0.53262,0.071686,2326.7,6.2041,0.55842,0,0.022511,0.00925,0
6.7024,0.54003,0.070204,2236.4,6.3309,0.55873,0,0.023585,0.00925,0
6.5936,0.5468,0.068764,2147.3,6.4487,0.55853,0,0.024671,0.00925,0
6.4826,0.55301,0.067377,2060.5,6.5581,0.55812,0,0.02577,0.00925,0
6.3708,0.55867,0.066043,1976.5,6.6596,0.55763,0,0.02688,0.00925,0
6.2593,0.56383,0.064754,1895.8,6.7546,0.55675,0,0.028004,0.00925,0
6.1492,0.56853,0.063507,1818.7,6.8434,0.55513,0,0.029139,0.00925,0
6.0407,0.57281,0.062302,1745,6.9257,0.55287,0,0.030287,0.00925,0
5.9333,0.57671,0.061136,1674.5,7.0025,0.54997,0,0.031449,0.00925,0
5.8264,0.58024,0.060005,1606.9,7.0746,0.54656,0,0.032623,0.00925,0
5.7202,0.58345,0.058908,1542,7.1422,0.54315,0,0.03381,0.00925,0
5.6154,0.58633,0.057848,1480,7.2054,0.53908,0,0.03501,0.00925,0
5.5126,0.58891,0.056823,1421,7.2649,0.53301,0,0.036224,0.00925,0
5.4121,0.59121,0.055834,1364.8,7.3212,0.52533,0,0.037451,0.00925,0
5.314,0.59326,0.054878,1311.3,7.374,0.51757,0,0.038692,0.00925,0
5.2189,0.59507,0.053953,1260.5,7.4227,0.50974,0,0.039947,0.00925,0
5.1267,0.59664,0.053062,1212.2,7.4675,0.50166,0,0.041216,0.00925,0
5.0377,0.59798,0.052201,1166.4,7.509,0.49332,0,0.042499,0.00925,0
4.9512,0.5991,0.051369,1122.9,7.5471,0.48484,0,0.043797,0.00925,0
4.8672,0.60002,0.050566,1081.5,7.5823,0.47638,0,0.045109,0.00925,0
4.7857,0.60075,0.049789,1042.1,7.6145,0.46775,0,0.046435,0.00925,0
4.7066,0.60128,0.049038,1004.6,7.6438,0.45911,0,0.047776,0.00925,0
4.63,0.60165,0.048314,968.86,7.6707,0.45038,0,0.049133,0.00925,0
4.5558,0.60186,0.047614,934.88,7.6951,0.44183,0,0.050504,0.00925,0
4.4842,0.60192,0.046937,902.53,7.7175,0.43347,0,0.051891,0.00925,0
4.4149,0.60185,0.046282,871.72,7.7376,0.42581,0,0.053293,0.00925,0
4.3478,0.60164,0.045646,842.34,7.7556,0.41899,0,0.054711,0.00925,0
4.2826,0.60131,0.045029,814.3,7.7718,0.41249,0,0.056144,0.00925,0
4.2191,0.60085,0.04443,787.5,7.7865,0.40605,0,0.057594,0.00925,0
4.1572,0.60027,0.043847,761.85,7.7998,0.39958,0,0.05906,0.00925,0
4.0969,0.59957,0.04328,737.29,7.8115,0.39323,0,0.060542,0.00925,0
4.0382,0.59877,0.042728,713.77,7.8219,0.38696,0,0.062041,0.00925,0
3.9811,0.59785,0.04219,691.25,7.8311,0.38073,0,0.063556,0.00925,0
3.9256,0.59683,0.041667,669.69,7.8389,0.37454,0,0.065089,0.00925,0
3.8715,0.59571,0.041157,649,7.8454,0.36842,0,0.066638,0.00925,0
3.8188,0.59449,0.040658,629.15,7.8508,0.36244,0,0.068205,0.00925,0
3.7675,0.59317,0.040172,610.11,7.8551,0.3564,0,0.069789,0.00925,0
3.7174,0.59176,0.039696,591.82,7.8582,0.35039,0,0.071391,0.00925,0
3.6686,0.59026,0.039231,574.23,7.8601,0.34456,0,0.073011,0.00925,0
3.621,0.58867,0.038775,557.31,7.861,0.33882,0,0.074649,0.00925,0
3.5745,0.587,0.038329,541.04,7.861,0.33312,0,0.076305,0.00925,0
3.5292,0.58524,0.037892,525.39,7.8599,0.32749,0,0.077979,0.00925,0
3.485,0.5834,0.037463,510.31,7.8578,0.32196,0,0.079673,0.00925,0
3.4418,0.58147,0.037042,495.78,7.8546,0.3166,0,0.081385,0.00925,0
3.3995,0.57947,0.036629,481.76,7.8506,0.31131,0,0.083116,0.00925,0
3.3582,0.57739,0.036223,468.25,7.8458,0.30577,0,0.084867,0.00925,0
3.3179,0.57523,0.035825,455.22,7.8403,0.29966,0,0.086637,0.00925,0
3.2786,0.57301,0.035433,442.68,7.8341,0.29308,0,0.088427,0.00925,0
3.2404,0.57072,0.035048,430.6,7.8274,0.28638,0,0.090237,0.00925,0
3.2031,0.56837,0.034667,418.95,7.8204,0.27979,0,0.092067,0.00925,0
3.1665,0.56597,0.034291,407.66,7.813,0.27356,0,0.093917,0.00925,0
3.1307,0.56351,0.03392,396.73,7.8049,0.26777,0,0.095789,0.00925,0
3.0957,0.56099,0.033553,386.18,7.796,0.26219,0,0.097681,0.00925,0
3.0616,0.55841,0.033191,375.98,7.7863,0.25667,0,0.099594,0.00925,0
3.0285,0.55578,0.032833,366.13,7.7759,0.25121,0,0.10153,0.00925,0
2.9962,0.55309,0.03248,356.62,7.7648,0.24584,0,0.10348,0.00925,0
2.9647,0.55034,0.03213,347.43,7.753,0.24055,0,0.10546,0.00925,0
2.9341,0.54753,0.031785,338.54,7.7406,0.23529,0,0.10746,0.00925,0
2.9042,0.54466,0.031443,329.94,7.7277,0.23011,0,0.10948,0.00925,0
2.875,0.54173,0.031105,321.62,7.7142,0.22503,0,0.11153,0.00925,0
2.8465,0.53875,0.03077,313.56,7.7001,0.22,0,0.1136,0.00925,0
2.8186,0.5357,0.030437,305.75,7.6855,0.21498,0,0.11569,0.00925,0
2.7913,0.53261,0.030106,298.17,7.6704,0.21016,0,0.1178,0.00925,0
2.7645,0.52946,0.029778,290.81,7.6547,0.20542,0,0.11994,0.00925,0
2.7384,0.52625,0.029451,283.67,7.6385,0.20087,0,0.1221,0.00925,0
2.7126,0.52299,0.029125,276.72,7.6217,0.19633,0,0.12429,0.00925,0
2.6873,0.51969,0.028799,269.96,7.6046,0.19225,0,0.1265,0.00925,0
2.6622,0.51634,0.028474,263.36,7.5865,0.18835,0,0.12873,0.00925,0
2.6375,0.51295,0.028149,256.92,7.5682,0.18524,0,0.13099,0.00925,0
2.6128,0.50952,0.027823,250.6,7.5487,0.18258,0,0.13328,0.00925,0
2.588,0.50608,0.027496,244.41,7.5291,0.18094,0,0.13559,0.00925,0
2.5634,0.50259,0.027165,238.3,7.5064,0.17904,0,0.13792,0.00925,0
2.5385,0.49911,0.026836,232.38,7.4821,0.17702,0,0.14028,0.00925,0
2.5138,0.49549,0.026497,226.39,7.456,0.17451,0,0.14267,0.00925,0
2.4901,0.49211,0.026175,220.96,7.4272,0.17093,0,0.14509,0.00925,0
2.4629,0.48794,0.025805,214.68,7.3997,0.14688,0,0.14753,0.00925,0
2.4472,0.48518,0.025579,210.64,7.3847,0.12314,0,0.15,0.00925,0
1.8376,0.14266,0.014643,100.24,2.2528,-0.12139,0,0.00082314,0.0095,0
1.5079,0.2065,0.0086993,48.892,2.9149,-0.029415,0,0,0.0095,0
1.9375,0.09681,0.018193,161.54,1.6495,-0.29849,0,0.0016555,0.0095,0
1.9251,0.084672,0.022164,216.09,1.3448,-0.42683,0,0.0024971,0.0095,0
1.9402,0.086773,0.027998,284.03,1.1943,-0.45502,0,0.0033481,0.0095,0
2.0621,0.099413,0.035683,394.23,1.1609,-0.43231,0,0.0042086,0.0095,0
2.3626,0.12256,0.045005,577.24,1.2469,-0.37947,0,0.0050787,0.0095,0
2.8627,0.15365,0.054916,846.9,1.4497,-0.29806,0,0.0059585,0.0095,0
3.4988,0.18868,0.063958,1181.1,1.7418,-0.19371,0,0.0068481,0.0095,0
4.1708,0.2241,0.071174,1532.7,2.0817,-0.084331,0,0.0077477,0.0095,0
4.7976,0.25779,0.076373,1857.2,2.4416,0.02125,0,0.0086573,0.0095,0
5.3367,0.28886,0.079805,2128.7,2.8022,0.1174,0,0.009577,0.0095,0
5.7762,0.31715,0.081845,2338.4,3.1521,0.20078,0,0.010507,0.0095,0
6.1195,0.34271,0.082835,2488.2,3.4841,0.27092,0,0.011447,0.0095,0
6.3777,0.36576,0.083075,2585,3.795,0.32878,0,0.012398,0.0095,0
6.5637,0.38656,0.082777,2637.9,4.0848,0.37612,0,0.01336,0.0095,0
6.6885,0.40539,0.082083,2655.6,4.3543,0.41439,0,0.014332,0.0095,0
6.7659,0.42249,0.081137,2645.5,4.6044,0.44531,0,0.015315,0.0095,0
6.8054,0.43804,0.080016,2615,4.8365,0.46936,0,0.016309,0.0095,0
6.8142,0.45222,0.078769,2569.4,5.0526,0.48759,0,0.017314,0.0095,0
6.7995,0.46516,0.077452,2512.7,5.2536,0.50152,0,0.018331,0.0095,0
6.7681,0.47693,0.076102,2449.1,5.4408,0.5096,0,0.019358,0.0095,0
6.7244,0.48764,0.074736,2380.8,5.6102,0.51286,0,0.020397,0.0095,0
6.668,0.49741,0.073362,2309,5.7619,0.51744,0,0.021448,0.0095,0
6.6006,0.50635,0.071994,2234.5,5.9037,0.52268,0,0.022511,0.0095,0
6.5228,0.51454,0.070637,2158.3,6.0371,0.52544,0,0.023585,0.0095,0
6.437,0.52208,0.069303,2081.4,6.162,0.52753,0,0.024671,0.0095,0
6.3469,0.52902,0.068009,2005,6.2786,0.52968,0,0.02577,0.0095,0
6.2544,0.53538,0.066753,1930.4,6.387,0.53177,0,0.02688,0.0095,0
6.1605,0.5412,0.065525,1858.1,6.4883,0.53288,0,0.028004,0.0095,0
6.0661,0.54653,0.064328,1788.1,6.5832,0.53278,0,0.029139,0.0095,0
5.9714,0.55142,0.063163,1720.6,6.6716,0.53178,0,0.030287,0.0095,0
5.8762,0.5559,0.062026,1655.4,6.7544,0.53036,0,0.031449,0.0095,0
5.7802,0.56,0.060919,1592.3,6.8324,0.52879,0,0.032623,0.0095,0
5.6839,0.56375,0.059838,1531.3,6.9059,0.52704,0,0.03381,0.0095,0
5.588,0.56715,0.058788,1472.6,6.9745,0.52464,0,0.03501,0.0095,0
5.4929,0.57022,0.057769,1416.3,7.0391,0.52036,0,0.036224,0.0095,0
5.3988,0.57298,0.056781,1362.4,7.1005,0.51398,0,0.037451,0.0095,0
5.3064,0.57547,0.055824,1310.8,7.1584,0.50714,0,0.038692,0.0095,0
5.2164,0.5777,0.054897,1261.6,7.212,0.50023,0,0.039947,0.0095,0
5.1289,0.57967,0.054,1214.8,7.2614,0.49303,0,0.041216,0.0095,0
5.0441,0.58139,0.053133,1170.2,7.3073,0.48545,0,0.042499,0.0095,0
4.9615,0.58288,0.052293,1127.7,7.3497,0.47764,0,0.043797,0.0095,0
4.8809,0.58415,0.051479,1087.1,7.3891,0.46984,0,0.045109,0.0095,0
4.8024,0.58521,0.050691,1048.4,7.4253,0.46184,0,0.046435,0.0095,0
4.726,0.58608,0.049929,1011.5,7.4585,0.45378,0,0.047776,0.0095,0
4.6518,0.58676,0.049191,976.25,7.4891,0.44556,0,0.049133,0.0095,0
4.5797,0.58726,0.048478,942.64,7.5172,0.43748,0,0.050504,0.0095,0
4.5099,0.58761,0.047788,910.57,7.543,0.42945,0,0.051891,0.0095,0
4.4422,0.58781,0.04712,879.99,7.5666,0.42188,0,0.053293,0.0095,0
4.3766,0.58788,0.04647,850.79,7.5879,0.41508,0,0.054711,0.0095,0
4.3128,0.58781,0.045839,822.88,7.6072,0.40878,0,0.056144,0.0095,0
4.2505,0.5876,0.045226,796.15,7.625,0.40265,0,0.057594,0.0095,0
4.1896,0.58728,0.044628,770.53,7.6413,0.39649,0,0.05906,0.0095,0
4.1302,0.58683,0.044047,745.96,7.656,0.39042,0,0.060542,0.0095,0
4.0723,0.58626,0.043481,722.42,7.6692,0.38442,0,0.062041,0.0095,0
4.0159,0.58557,0.042929,699.85,7.6811,0.37844,0,0.063556,0.0095,0
3.961,0.58477,0.042391,678.22,7.6917,0.37249,0,0.065089,0.0095,0
3.9074,0.58387,0.041866,657.45,7.7008,0.36658,0,0.066638,0.0095,0
3.8551,0.58287,0.041353,637.5,7.7088,0.36078,0,0.068205,0.0095,0
3.8041,0.58176,0.040852,618.34,7.7156,0.35494,0,0.069789,0.0095,0
3.7543,0.58055,0.040361,599.91,7.7211,0.34915,0,0.071391,0.0095,0
3.7056,0.57925,0.039881,582.18,7.7254,0.34351,0,0.073011,0.0095,0
3.6581,0.57786,0.03941,565.12,7.7288,0.33793,0,0.074649,0.0095,0
3.6117,0.57638,0.038949,548.69,7.731,0.33239,0,0.076305,0.0095,0
3.5664,0.57481,0.038497,532.88,7.7322,0.32689,0,0.077979,0.0095,0
3.5221,0.57315,0.038053,517.63,7.7323,0.32149,0,0.079673,0.0095,0
3.4787,0.57141,0.037617,502.92,7.7313,0.31624,0,0.081385,0.0095,0
3.4363,0.56959,0.037188,488.73,7.7295,0.3111,0,0.083116,0.0095,0
3.3947,0.56768,0.036767,475.03,7.7267,0.30591,0,0.084867,0.0095,0
3.354,0.5657,0.036354,461.81,7.7231,0.30035,0,0.086637,0.0095,0
3.3142,0.56364,0.035947,449.06,7.7188,0.29413,0,0.088427,0.0095,0
3.2755,0.56151,0.035547,436.78,7.714,0.2875,0,0.090237,0.0095,0
3.2377,0.55931,0.035152,424.92,7.709,0.28089,0,0.092067,0.0095,0
3.2005,0.55706,0.034762,413.42,7.7035,0.27466,0,0.093917,0.0095,0
3.1641,0.55475,0.034376,402.3,7.6973,0.26887,0,0.095789,0.0095,0
3.1285,0.55239,0.033996,391.54,7.6901,0.26331,0,0.097681,0.0095,0
3.0939,0.54996,0.03362,381.16,7.6821,0.25781,0,0.099594,0.0095,0
3.0601,0.54747,0.033249,371.13,7.6734,0.25237,0,0.10153,0.0095,0
3.0273,0.54491,0.032883,361.45,7.664,0.24698,0,0.10348,0.0095,0
2.9953,0.5423,0.032522,352.09,7.6539,0.24168,0,0.10546,0.0095,0
2.9641,0.53963,0.032165,343.04,7.6431,0.23642,0,0.10746,0.0095,0
2.9336,0.53689,0.031811,334.28,7.6318,0.23124,0,0.10948,0.0095,0
2.9038,0.5341,0.031462,325.8,7.6198,0.22614,0,0.11153,0.0095,0
2.8748,0.53124,0.031115,317.59,7.6073,0.22112,0,0.1136,0.0095,0
2.8463,0.52833,0.030772,309.63,7.5941,0.2161,0,0.11569,0.0095,0
2.8184,0.52536,0.03043,301.91,7.5806,0.21126,0,0.1178,0.0095,0
2.7911,0.52234,0.030092,294.41,7.5663,0.20652,0,0.11994,0.0095,0
2.7644,0.51926,0.029754,287.14,7.5516,0.20198,0,0.1221,0.0095,0
2.738,0.51613,0.029419,280.06,7.5361,0.19743,0,0.12429,0.0095,0
2.7121,0.51294,0.029084,273.17,7.5205,0.19335,0,0.1265,0.0095,0
2.6864,0.50972,0.028749,266.44,7.5038,0.18944,0,0.12873,0.0095,0
2.6611,0.50645,0.028415,259.89,7.487,0.18632,0,0.13099,0.0095,0
2.6358,0.50314,0.02808,253.45,7.469,0.18363,0,0.13328,0.0095,0
2.6104,0.49981,0.027744,247.14,7.4508,0.18199,0,0.13559,0.0095,0
2.5851,0.49644,0.027406,240.91,7.4298,0.18012,0,0.13792,0.0095,0
2.5596,0.49308,0.027069,234.87,7.407,0.17807,0,0.14028,0.0095,0
2.5342,0.48958,0.026722,228.77,7.3823,0.17563,0,0.14267,0.0095,0
2.5099,0.48632,0.026393,223.24,7.3553,0.17206,0,0.14509,0.0095,0
2.482,0.48227,0.026015,216.84,7.3289,0.14769,0,0.14753,0.0095,0
2.4658,0.47961,0.025785,212.71,7.3142,0.12371,0,0.15,0.0095,0
1.7522,0.10614,0.013468,83.699,1.9844,-0.14082,0,0.00082314,0.00975,0
1.5229,0.17351,0.0089316,48.051,2.6242,-0.077457,0,0,0.00975,0
1.7481,0.074697,0.015147,122.77,1.5728,-0.24629,0,0.0016555,0.00975,0
1.7325,0.067542,0.018079,162.6,1.3366,-0.35253,0,0.0024971,0.00975,0
1.7283,0.069668,0.022529,209.17,1.2061,-0.38516,0,0.0033481,0.00975,0
1.7841,0.079191,0.028465,279.56,1.158,-0.37409,0,0.0042086,0.00975,0
1.9592,0.097068,0.036017,396.72,1.2033,-0.33971,0,0.0050787,0.00975,0
2.3009,0.12271,0.04477,581.34,1.346,-0.28461,0,0.0059585,0.00975,0
2.7959,0.15369,0.053621,832.78,1.5766,-0.20795,0,0.0068481,0.00975,0
3.3759,0.18685,0.061454,1123.7,1.8661,-0.12123,0,0.0077477,0.00975,0
3.9641,0.21974,0.067706,1416.8,2.1878,-0.031631,0,0.0086573,0.00975,0
4.5062,0.25091,0.072321,1682.6,2.5206,0.055467,0,0.009577,0.00975,0
4.9764,0.27979,0.075508,1905.1,2.8515,0.13483,0,0.010507,0.00975,0
5.3673,0.30622,0.077538,2080,3.171,0.20412,0,0.011447,0.00975,0
5.6813,0.33027,0.078681,2208.6,3.4744,0.26294,0,0.012398,0.00975,0
5.9255,0.35211,0.079159,2295.8,3.7604,0.31235,0,0.01336,0.00975,0
6.1081,0.37197,0.07913,2347.8,4.0289,0.35383,0,0.014332,0.00975,0
6.2407,0.39006,0.07875,2370.9,4.2794,0.38815,0,0.015315,0.00975,0
6.3314,0.40655,0.078113,2371.3,4.5129,0.41595,0,0.016309,0.00975,0
6.3875,0.42161,0.077275,2354.3,4.7316,0.43834,0,0.017314,0.00975,0
6.4164,0.43538,0.076312,2323.9,4.9357,0.45488,0,0.018331,0.00975,0
6.4251,0.44796,0.075272,2283.4,5.1267,0.46506,0,0.019358,0.00975,0
6.4179,0.45947,0.074169,2236,5.301,0.4708,0,0.020397,0.00975,0
6.3953,0.47003,0.073017,2183.3,5.4582,0.4775,0,0.021448,0.00975,0
6.3589,0.47974,0.071837,2125.7,5.6052,0.48474,0,0.022511,0.00975,0
6.3082,0.4887,0.07064,2064.3,5.7443,0.48966,0,0.023585,0.00975,0
6.2469,0.49698,0.069444,2000.2,5.8756,0.49415,0,0.024671,0.00975,0
6.1798,0.50463,0.068275,1935.5,5.999,0.4988,0,0.02577,0.00975,0
6.1086,0.51167,0.067128,1871.3,6.1135,0.50312,0,0.02688,0.00975,0
6.0339,0.51815,0.065988,1808.2,6.2207,0.50615,0,0.028004,0.00975,0
5.9567,0.52411,0.064864,1746.2,6.3214,0.50787,0,0.029139,0.00975,0
5.8772,0.52961,0.063759,1685.6,6.4156,0.50859,0,0.030287,0.00975,0
5.7956,0.53468,0.062673,1626.4,6.5042,0.50895,0,0.031449,0.00975,0
5.7121,0.53936,0.061606,1568.5,6.588,0.50906,0,0.032623,0.00975,0
5.6269,0.54366,0.060559,1512.1,6.6671,0.50875,0,0.03381,0.00975,0
5.5411,0.54759,0.059534,1457.4,6.7411,0.50787,0,0.03501,0.00975,0
5.455,0.55117,0.058535,1404.6,6.8109,0.50531,0,0.036224,0.00975,0
5.3686,0.55441,0.057561,1353.5,6.8774,0.5006,0,0.037451,0.00975,0
5.283,0.55736,0.056613,1304.4,6.9404,0.49512,0,0.038692,0.00975,0
5.1992,0.56002,0.055693,1257.4,6.9988,0.48932,0,0.039947,0.00975,0
5.1174,0.5624,0.0548,1212.4,7.0529,0.48311,0,0.041216,0.00975,0
5.0378,0.56451,0.053933,1169.4,7.1032,0.47634,0,0.042499,0.00975,0
4.9597,0.56638,0.053092,1128.2,7.15,0.46921,0,0.043797,0.00975,0
4.8831,0.56801,0.052275,1088.8,7.1935,0.46207,0,0.045109,0.00975,0
4.8081,0.56942,0.051482,1051,7.2338,0.45472,0,0.046435,0.00975,0
4.735,0.57062,0.050714,1015,7.2709,0.44724,0,0.047776,0.00975,0
4.6637,0.57162,0.049969,980.46,7.3052,0.43957,0,0.049133,0.00975,0
4.5943,0.57243,0.049248,947.44,7.337,0.43197,0,0.050504,0.00975,0
4.5267,0.57307,0.048548,915.87,7.3663,0.42438,0,0.051891,0.00975,0
4.4611,0.57356,0.04787,885.69,7.3933,0.41706,0,0.053293,0.00975,0
4.3974,0.5739,0.047211,856.83,7.4179,0.41029,0,0.054711,0.00975,0
4.3352,0.5741,0.04657,829.19,7.4405,0.40412,0,0.056144,0.00975,0
4.2744,0.57416,0.045945,802.68,7.4614,0.3983,0,0.057594,0.00975,0
4.2149,0.57409,0.045337,777.22,7.4807,0.39247,0,0.05906,0.00975,0
4.1568,0.57389,0.044744,752.78,7.4983,0.38672,0,0.060542,0.00975,0
4.1,0.57356,0.044166,729.33,7.5145,0.381,0,0.062041,0.00975,0
4.0445,0.57311,0.043603,706.83,7.5291,0.37529,0,0.063556,0.00975,0
3.9905,0.57254,0.043053,685.23,7.5424,0.36959,0,0.065089,0.00975,0
3.9376,0.57187,0.042516,664.46,7.5542,0.36393,0,0.066638,0.00975,0
3.886,0.57108,0.04199,644.5,7.5648,0.35835,0,0.068205,0.00975,0
3.8355,0.57018,0.041476,625.3,7.5741,0.35275,0,0.069789,0.00975,0
3.7861,0.56919,0.040973,606.81,7.5821,0.34718,0,0.071391,0.00975,0
3.7378,0.56809,0.040481,589.01,7.5889,0.34175,0,0.073011,0.00975,0
3.6906,0.5669,0.039997,571.87,7.5946,0.33636,0,0.074649,0.00975,0
3.6444,0.56561,0.039522,555.35,7.5993,0.33099,0,0.076305,0.00975,0
3.5993,0.56423,0.039057,539.42,7.6027,0.32564,0,0.077979,0.00975,0
3.5551,0.56277,0.038599,524.06,7.6051,0.32038,0,0.079673,0.00975,0
3.5117,0.56121,0.03815,509.23,7.6063,0.31529,0,0.081385,0.00975,0
3.4692,0.55957,0.037708,494.91,7.6067,0.31028,0,0.083116,0.00975,0
3.4275,0.55785,0.037273,481.07,7.6061,0.30531,0,0.084867,0.00975,0
3.3867,0.55604,0.036846,467.7,7.6045,0.3002,0,0.086637,0.00975,0
3.3466,0.55415,0.036425,454.79,7.6021,0.2945,0,0.088427,0.00975,0
3.3076,0.55218,0.036011,442.34,7.5992,0.28811,0,0.090237,0.00975,0
3.2692,0.55015,0.035603,430.3,7.5961,0.28151,0,0.092067,0.00975,0
3.2316,0.54806,0.035199,418.63,7.5926,0.2753,0,0.093917,0.00975,0
3.1946,0.5459,0.034801,407.33,7.5883,0.26953,0,0.095789,0.00975,0
3.1586,0.54369,0.034408,396.41,7.5829,0.26398,0,0.097681,0.00975,0
3.1234,0.54141,0.03402,385.86,7.5768,0.25851,0,0.099594,0.00975,0
3.0892,0.53906,0.033637,375.68,7.5698,0.2531,0,0.10153,0.00975,0
3.0559,0.53665,0.03326,365.84,7.5621,0.24772,0,0.10348,0.00975,0
3.0234,0.53418,0.032887,356.34,7.5536,0.24241,0,0.10546,0.00975,0
2.9917,0.53165,0.032519,347.14,7.5445,0.23716,0,0.10746,0.00975,0
2.9607,0.52905,0.032155,338.24,7.5348,0.232,0,0.10948,0.00975,0
2.9305,0.52639,0.031794,329.62,7.5244,0.22691,0,0.11153,0.00975,0
2.9009,0.52367,0.031437,321.28,7.5134,0.22189,0,0.1136,0.00975,0
2.872,0.52089,0.031084,313.19,7.5018,0.21688,0,0.11569,0.00975,0
2.8436,0.51805,0.030733,305.34,7.4897,0.21206,0,0.1178,0.00975,0
2.8157,0.51515,0.030384,297.72,7.4769,0.20732,0,0.11994,0.00975,0
2.7885,0.5122,0.030038,290.32,7.4637,0.20279,0,0.1221,0.00975,0
2.7616,0.50919,0.029693,283.12,7.4497,0.19825,0,0.12429,0.00975,0
2.7351,0.50613,0.029349,276.12,7.4355,0.19417,0,0.1265,0.00975,0
2.7089,0.50303,0.029005,269.28,7.4203,0.19026,0,0.12873,0.00975,0
2.683,0.49988,0.028662,262.62,7.4049,0.18713,0,0.13099,0.00975,0
2.6572,0.49669,0.028319,256.07,7.3884,0.18441,0,0.13328,0.00975,0
2.6312,0.49349,0.027976,249.66,7.3718,0.18281,0,0.13559,0.00975,0
2.6054,0.49023,0.02763,243.32,7.3524,0.18102,0,0.13792,0.00975,0
2.5792,0.48699,0.027285,237.17,7.3311,0.17896,0,0.14028,0.00975,0
2.5532,0.48362,0.026932,230.96,7.3079,0.17653,0,0.14267,0.00975,0
2.5283,0.48047,0.026596,225.34,7.2827,0.17294,0,0.14509,0.00975,0
2.4997,0.47655,0.02621,218.82,7.2576,0.14833,0,0.14753,0.00975,0
2.483,0.47397,0.025976,214.62,7.2432,0.12418,0,0.15,0.00975,0
1.487,0.058183,0.0090407,56.36,1.571,-0.097066,0,0.00082314,0.01,0
1.3174,0.087918,0.005511,32.656,1.7876,-0.049784,0,0,0.01,0
1.5233,0.0502,0.01113,84.778,1.4688,-0.17862,0,0.0016555,0.01,0
1.5317,0.049519,0.013677,114.18,1.3217,-0.26551,0,0.0024971,0.01,0
1.5263,0.052423,0.017016,145.58,1.2181,-0.30198,0,0.0033481,0.01,0
1.5423,0.05942,0.021292,187.93,1.1638,-0.30074,0,0.0042086,0.01,0
1.6203,0.071877,0.026769,254.93,1.176,-0.28006,0,0.0050787,0.01,0
1.8057,0.090506,0.033521,363.42,1.2603,-0.24595,0,0.0059585,0.01,0
2.1213,0.11487,0.041117,523.35,1.4194,-0.19677,0,0.0068481,0.01,0
2.5457,0.14324,0.04874,727.94,1.6413,-0.13835,0,0.0077477,0.01,0
3.0302,0.17337,0.05564,957.18,1.906,-0.073522,0,0.0086573,0.01,0
3.5249,0.20343,0.061397,1188,2.1949,-0.0042353,0,0.009577,0.01,0
3.9928,0.23225,0.065903,1401.8,2.4941,0.064621,0,0.010507,0.01,0
